Comments,Label
ബിജെപിയിൽ ചേർന്നാൽ മണ്ടത്തരം പറയണമെന്ന് നിയമമുണ്ട് 🤣. ഇല്ലെങ്കിൽ പാർട്ടിയിൽ നിന്ന് പുറത്താകും 🥲,0
chechikki oru pazhaya kaalam undayirnnu💀🔥,0
കുണ്ടൻ നാറിക്ക് ഇതൊക്കെ എന്ത് 😂😂,1
Kuttikale kalathil irakkital paisa kooduthal kittum ….simple !!,0
ആരാടാ എന്റെ ചിരട്ട വലിച്ചൂരാൻ നോക്കിയെ,1
Instagram ഇപ്പൊ കോടതി ആയി മാറിയിട്ടുണ്ട്,0
"പുല്ല് നല്ല ഫോയിൽ നോക്കി വരായിരുന്നു, ആ സാധനം ഊരിയപ്പോഴാ മോന്ത കണ്ടത്... ആ മൂടങ്ങ് പോയി... 🥴🥴",1
"athinh ninakk ntha , ninne avan ozhivakeele",1
Satyam njanum kuttine aalojicha mindathe😭,0
ഇപ്പൊ പരദൂഷണം കേൾക്കാൻ അയൽവക്കത്തെ വീട്ടിലേക്ക് ഓടണ്ട instayil കേറിയ മതി 😹,0
niyellam thikanjavan poda 😡nari,1
Avalda athrem tharam thazhnilla 😏,1
ith ippo adutha kaalathonnum theerula😂😂,0
ivalum kannak avalum kannak😅,0
Prethekich മേക്കപ്പ് ടെ ആവിശ്യം ഒന്നുല്ല 😂😂,0
ഷെൽഫിന്റെ മോളിൽ കറണ്ട് അടിച്ച കുരങ്ങ് ഇരിപ്പുണ്ട് 😂,0
സീരിയസ് ആയി ചെയ്തയത് ആണേൽ കോമഡി ആയിട്ടുണ്ട് എന്ന് അറിയിച്ചു കൊള്ളുന്നു 😂😂😂😂,0
chirippikkale ente bhoothame🤣🤣🤣,0
makeup illathe vannirunnel onnude pedichene,0
ippazhm kazhinjille ante kunji pengale kalyanam😁,0
എല്ലാ ദുരന്തങ്ങളും ഒരു കുടക്കീഴിൽ 😂,1
പല്ലിക്കു ശെരിയായ സ്ഥലം കൊടുത്ത ഡയറക്ടർ ബ്രില്ല്യൻസ് 😄,0
Eee myran vera paniyuonumillhh,1
